pg_txn_id,merchant_id,order_id,payment_method,card_network,settlement_id,settled_at,gross_amount,fee,tax,net_amount,error_code,status
pay_5dfd880614f74b,MID_RAZOR_991,ORD-2026-1863,CREDIT_CARD,Visa,setl_e741e35088,2026-04-11 11:45:48,14906.99,298.14,53.67,14555.18,,SETTLED
pay_40c39029843a44,MID_RAZOR_991,ORD-2026-1864,CREDIT_CARD,RuPay,setl_f42e3a5836,2026-04-11 12:00:36,11148.24,222.96,40.13,10885.15,,SETTLED
pay_f0a3855198994d,MID_RAZOR_991,ORD-2026-1865,UPI,NA,setl_44159fb1a1,2026-04-11 12:15:03,2930.21,58.6,10.55,2861.06,,SETTLED
pay_04c3bc7cda4749,MID_RAZOR_991,ORD-2026-1866,CREDIT_CARD,Visa,setl_9b4f3bd05c,2026-04-11 12:30:43,10731.31,214.63,38.63,10478.05,,SETTLED
pay_693a3ee1cfe84e,MID_RAZOR_991,ORD-2026-1867,UPI,NA,setl_154d5d3e70,2026-04-11 12:45:18,13944.73,278.89,50.2,13615.64,,SETTLED
pay_b149cc7c3b784a,MID_RAZOR_991,ORD-2026-1868,UPI,NA,setl_a856495bb1,2026-04-11 13:00:06,13806.83,276.14,49.71,13480.98,,SETTLED
pay_84df09730d9847,MID_RAZOR_991,ORD-2026-1869,DEBIT_CARD,Visa,setl_28d850a462,2026-04-11 13:15:17,4372.77,87.46,15.74,4269.57,,SETTLED
pay_2998f94301514e,MID_RAZOR_991,ORD-2026-1870,NETBANKING,NA,setl_530413ff47,2026-04-11 13:30:49,10291.72,205.83,37.05,10048.84,,SETTLED
pay_8b46b2d5fed64e,MID_RAZOR_991,ORD-2026-1871,CREDIT_CARD,Mastercard,setl_7a6e9be467,2026-04-11 13:45:21,10326.91,206.54,37.18,10083.19,,SETTLED
pay_25f5e5a9272a47,MID_RAZOR_991,ORD-2026-1872,UPI,NA,setl_a093b2119f,2026-04-11 14:00:53,1485.3,29.71,5.35,1450.24,,SETTLED
pay_a7ace882f6ed44,MID_RAZOR_991,ORD-2026-1873,NETBANKING,NA,setl_741a2c7a17,2026-04-11 14:15:22,3681.54,73.63,13.25,3594.66,,SETTLED
pay_ee147a23776e4b,MID_RAZOR_991,ORD-2026-1874,UPI,NA,setl_8c3f04be69,2026-04-11 14:30:03,14108.33,282.17,50.79,13775.37,,SETTLED
pay_b3d801c1cb314a,MID_RAZOR_991,ORD-2026-1875,UPI,NA,setl_7c359672a3,2026-04-11 14:45:05,12918.39,258.37,46.51,12613.51,,SETTLED
pay_b9271d0e58f14a,MID_RAZOR_991,ORD-2026-1876,CREDIT_CARD,RuPay,setl_8c281906fd,2026-04-11 15:00:44,3171.81,63.44,11.42,3096.95,,SETTLED
pay_4b2799ae805942,MID_RAZOR_991,ORD-2026-1877,NETBANKING,NA,setl_ce95d6191a,2026-04-11 15:15:59,14931.09,298.62,53.75,14578.72,,SETTLED
pay_5d87512250bb49,MID_RAZOR_991,ORD-2026-1878,DEBIT_CARD,RuPay,setl_3d15b89a24,2026-04-11 15:30:49,1572.96,31.46,5.66,1535.84,,SETTLED
pay_df2e45e90d3d44,MID_RAZOR_991,ORD-2026-1879,DEBIT_CARD,Visa,setl_0f390ad911,2026-04-11 15:45:11,6888.34,137.77,24.8,6725.77,,SETTLED
pay_201c4d78e6da41,MID_RAZOR_991,ORD-2026-1880,NETBANKING,NA,setl_ee7bf12f0e,2026-04-11 16:00:06,2586.15,51.72,9.31,2525.12,,SETTLED
pay_e4859b0809dc4f,MID_RAZOR_991,ORD-2026-1881,NETBANKING,NA,setl_46c5081637,2026-04-11 16:15:45,4255.45,85.11,15.32,4155.02,,SETTLED
pay_69d9d1e70a5248,MID_RAZOR_991,ORD-2026-1882,DEBIT_CARD,Visa,setl_0f3f372aed,2026-04-11 16:30:01,13499.43,269.99,48.6,13180.84,,SETTLED
pay_5a5866b9a3cd48,MID_RAZOR_991,ORD-2026-1883,NETBANKING,NA,setl_e820f1b379,2026-04-11 16:45:17,2698.31,53.97,9.71,2634.63,,SETTLED
pay_c8acc1c2d98f41,MID_RAZOR_991,ORD-2026-1884,NETBANKING,NA,setl_7044465d31,2026-04-11 17:00:30,6822.84,136.46,24.56,6661.82,,SETTLED
pay_8b0d2e401fe442,MID_RAZOR_991,ORD-2026-1885,NETBANKING,NA,setl_6414e6ed13,2026-04-11 17:15:07,8725.04,174.5,31.41,8519.13,,SETTLED
pay_56512c0bac3142,MID_RAZOR_991,ORD-2026-1886,UPI,NA,setl_4a9fc6054f,2026-04-11 17:30:40,14956.73,299.13,53.84,14603.76,,SETTLED
pay_638a113080884c,MID_RAZOR_991,ORD-2026-1887,UPI,NA,setl_9854ad73d9,2026-04-11 17:45:53,7164.77,143.3,25.79,6995.68,,SETTLED
pay_e023cc9c147f42,MID_RAZOR_991,ORD-2026-1888,UPI,NA,setl_96980e614d,2026-04-11 18:00:24,10080.64,201.61,36.29,9842.74,,SETTLED
pay_c5ce470d983548,MID_RAZOR_991,ORD-2026-1889,DEBIT_CARD,Visa,setl_6062b98262,2026-04-11 18:15:05,13335.61,266.71,48.01,13020.89,,SETTLED
pay_22110432ff6040,MID_RAZOR_991,ORD-2026-1890,CREDIT_CARD,RuPay,setl_25c2b9dc8d,2026-04-11 18:30:46,14947.56,298.95,53.81,14594.8,,SETTLED
pay_86690245be0c47,MID_RAZOR_991,ORD-2026-1891,DEBIT_CARD,Visa,setl_37be43c02d,2026-04-11 18:45:34,14491.83,289.84,52.17,14149.82,,SETTLED
pay_d23d3f1e268f4f,MID_RAZOR_991,ORD-2026-1892,DEBIT_CARD,Mastercard,setl_a35381aab7,2026-04-11 19:00:02,6379.86,127.6,22.97,6229.29,,SETTLED
pay_241a00109e9645,MID_RAZOR_991,ORD-2026-1893,CREDIT_CARD,Mastercard,setl_42f0c59d8c,2026-04-11 19:15:37,3878.29,77.57,13.96,3786.76,,SETTLED
pay_d8156bd63c634d,MID_RAZOR_991,ORD-2026-1894,UPI,NA,setl_6d6c2b12c8,2026-04-11 19:30:30,13654.09,273.08,49.15,13331.86,,SETTLED
pay_f242cb2e70bc48,MID_RAZOR_991,ORD-2026-1895,UPI,NA,setl_9552c78df2,2026-04-11 19:45:11,9673.59,193.47,34.82,9445.3,,SETTLED
pay_507ba2573fc24b,MID_RAZOR_991,ORD-2026-1896,UPI,NA,setl_e699192036,2026-04-11 20:00:52,12353.32,247.07,44.47,12061.78,,SETTLED
pay_49dad2ffdf0146,MID_RAZOR_991,ORD-2026-1897,CREDIT_CARD,RuPay,setl_ebcd41bf20,2026-04-11 20:15:51,3438.3,68.77,12.38,3357.15,,SETTLED
pay_bb7a16176b344f,MID_RAZOR_991,ORD-2026-1898,UPI,NA,setl_5f94c39a97,2026-04-11 20:30:43,8851.52,177.03,31.87,8642.62,,SETTLED
pay_f19f87656a404d,MID_RAZOR_991,ORD-2026-1899,UPI,NA,setl_3c014ae25c,2026-04-11 20:45:37,3014.99,60.3,10.85,2943.84,,SETTLED
pay_e7ebd33467cc42,MID_RAZOR_991,ORD-2026-1900,NETBANKING,NA,setl_377cc38126,2026-04-11 21:00:10,10596.29,211.93,38.15,10346.21,,SETTLED
pay_006c02966c8d4b,MID_RAZOR_991,ORD-2026-1901,UPI,NA,setl_6513e3b4f8,2026-04-11 21:15:08,1949.53,38.99,7.02,1903.52,,SETTLED
pay_c630e571945a45,MID_RAZOR_991,ORD-2026-1902,UPI,NA,setl_be562ba11d,2026-04-11 21:30:00,604.75,12.1,2.18,590.47,,SETTLED
pay_d1d3fb9329ff4c,MID_RAZOR_991,ORD-2026-1903,NETBANKING,NA,setl_f990e4c6e9,2026-04-11 21:45:44,12207.47,244.15,43.95,11919.37,,SETTLED
pay_80176661c53d40,MID_RAZOR_991,ORD-2026-1904,DEBIT_CARD,Mastercard,setl_2bbd70497a,2026-04-11 22:00:28,6474.45,129.49,23.31,6321.65,,SETTLED
pay_428f1a9b2c1043,MID_RAZOR_991,ORD-2026-1905,CREDIT_CARD,Mastercard,setl_94bd62052b,2026-04-11 22:15:31,9374.72,187.49,33.75,9153.48,,SETTLED
pay_6233f46624134c,MID_RAZOR_991,ORD-2026-1906,UPI,NA,setl_858e9ccb06,2026-04-11 22:30:35,3916.77,78.34,14.1,3824.33,,SETTLED
pay_683dccf71e424c,MID_RAZOR_991,ORD-2026-1907,CREDIT_CARD,Visa,setl_b912ecca82,2026-04-11 22:45:49,9583.73,191.67,34.5,9357.56,,SETTLED
pay_e476cf21f3bb4a,MID_RAZOR_991,ORD-2026-1908,CREDIT_CARD,Mastercard,setl_f2a72a0624,2026-04-11 23:00:54,14544.32,290.89,52.36,14201.07,,SETTLED
pay_e7cf6c85ce624e,MID_RAZOR_991,ORD-2026-1909,UPI,NA,setl_f8ec1d8e55,2026-04-11 23:15:03,9850.48,197.01,35.46,9618.01,,SETTLED
pay_1c11908d62624e,MID_RAZOR_991,ORD-2026-1910,NETBANKING,NA,setl_76040e3008,2026-04-11 23:30:02,2014.11,40.28,7.25,1966.58,,SETTLED
pay_83c8fcfc98ca4d,MID_RAZOR_991,ORD-2026-1911,UPI,NA,setl_27dd661a14,2026-04-11 23:45:31,7966.1,159.32,28.68,7778.1,,SETTLED
pay_42515489549545,MID_RAZOR_991,ORD-2026-1912,DEBIT_CARD,Visa,setl_7c874c77b9,2026-04-12 00:00:12,11332.76,226.66,40.8,11065.3,,SETTLED
pay_eb37184e8d6340,MID_RAZOR_991,ORD-2026-1913,CREDIT_CARD,RuPay,setl_81c825158a,2026-04-12 00:15:15,11197.34,223.95,40.31,10933.08,,SETTLED
pay_a02c84b86e6446,MID_RAZOR_991,ORD-2026-1914,NETBANKING,NA,setl_7374d5ab3f,2026-04-12 00:30:03,13412.09,268.24,48.28,13095.57,,SETTLED
pay_d4eea4c53b0741,MID_RAZOR_991,ORD-2026-1915,DEBIT_CARD,RuPay,setl_e503c2ba3e,2026-04-12 00:45:29,10937.41,218.75,39.38,10679.28,,SETTLED
pay_6ec80b9da32347,MID_RAZOR_991,ORD-2026-1916,UPI,NA,setl_95585e334e,2026-04-12 01:00:44,8745.65,174.91,31.48,8539.26,,SETTLED
pay_c455f2cf20564e,MID_RAZOR_991,ORD-2026-1917,NETBANKING,NA,setl_000b3029bd,2026-04-12 01:15:26,2982.42,59.65,10.74,2912.03,,SETTLED
pay_de10d2deff9b4c,MID_RAZOR_991,ORD-2026-1918,CREDIT_CARD,Mastercard,setl_c61926a6d4,2026-04-12 01:30:35,12897.56,257.95,46.43,12593.18,,SETTLED
pay_f932266a379440,MID_RAZOR_991,ORD-2026-1919,NETBANKING,NA,setl_addaefbcc6,2026-04-12 01:45:53,7210.06,144.2,25.96,7039.9,,SETTLED
pay_fdb0bac8b3904c,MID_RAZOR_991,ORD-2026-1920,CREDIT_CARD,Visa,setl_994173f0be,2026-04-12 02:00:27,8902.27,178.05,32.05,8692.17,,SETTLED
pay_b3b70c108a5545,MID_RAZOR_991,ORD-2026-1921,UPI,NA,setl_8851953942,2026-04-12 02:15:30,11135.41,222.71,40.09,10872.61,,SETTLED
pay_0e6adbf766924f,MID_RAZOR_991,ORD-2026-1922,NETBANKING,NA,setl_9b6d67c695,2026-04-12 02:30:51,12071.25,241.43,43.46,11786.36,,SETTLED
pay_106bc3bf243443,MID_RAZOR_991,ORD-2026-1923,UPI,NA,setl_f9140107a6,2026-04-12 02:45:44,11110.9,222.22,40.0,10848.68,,SETTLED
pay_cb6bdbb9361e46,MID_RAZOR_991,ORD-2026-1924,UPI,NA,setl_96fd82547a,2026-04-12 03:00:01,7456.85,149.14,26.85,7280.86,,SETTLED
pay_085b2a4ab82347,MID_RAZOR_991,ORD-2026-1925,UPI,NA,setl_be6e2e3fe4,2026-04-12 03:15:29,7224.53,144.49,26.01,7054.03,,SETTLED
pay_e7a4ed2450ad44,MID_RAZOR_991,ORD-2026-1926,DEBIT_CARD,Mastercard,setl_75a34c6173,2026-04-12 03:30:29,10706.58,214.13,38.54,10453.91,,SETTLED
pay_f7089ac73c384d,MID_RAZOR_991,ORD-2026-1927,DEBIT_CARD,Mastercard,setl_cfe861c353,2026-04-12 03:45:02,4800.55,96.01,17.28,4687.26,,SETTLED
pay_c6d28b5782734f,MID_RAZOR_991,ORD-2026-1928,CREDIT_CARD,Mastercard,setl_62ae665462,2026-04-12 04:00:05,9496.6,189.93,34.19,9272.48,,SETTLED
pay_fa5581d86f2846,MID_RAZOR_991,ORD-2026-1929,DEBIT_CARD,RuPay,setl_06bbcb782b,2026-04-12 04:15:07,6052.85,121.06,21.79,5910.0,,SETTLED
pay_e801867a86d940,MID_RAZOR_991,ORD-2026-1930,CREDIT_CARD,Mastercard,setl_e09b6233eb,2026-04-12 04:30:35,10720.67,214.41,38.59,10467.67,,SETTLED
pay_ff2329703b384e,MID_RAZOR_991,ORD-2026-1931,NETBANKING,NA,setl_7e468a3a1a,2026-04-12 04:45:47,14117.65,282.35,50.82,13784.48,,SETTLED
pay_1fe67fa82cf64b,MID_RAZOR_991,ORD-2026-1932,DEBIT_CARD,Visa,setl_3b8aa06932,2026-04-12 05:00:32,10363.29,207.27,37.31,10118.71,,SETTLED
pay_31094f0a1c6b49,MID_RAZOR_991,ORD-2026-1933,NETBANKING,NA,setl_3aa05182e6,2026-04-12 05:15:31,7771.03,155.42,27.98,7587.63,,SETTLED
pay_26391800337143,MID_RAZOR_991,ORD-2026-1934,DEBIT_CARD,Visa,setl_ffa24f7949,2026-04-12 05:30:39,5838.11,116.76,21.02,5700.33,,SETTLED
pay_7c7f7bfd6c7e4f,MID_RAZOR_991,ORD-2026-1935,NETBANKING,NA,setl_dc14b2fc74,2026-04-12 05:45:57,3092.77,61.86,11.13,3019.78,,SETTLED
pay_56a55cdf98d949,MID_RAZOR_991,ORD-2026-1936,CREDIT_CARD,Visa,setl_21dd91e9be,2026-04-12 06:00:09,13187.4,263.75,47.48,12876.17,,SETTLED
pay_08d5d9970f7941,MID_RAZOR_991,ORD-2026-1937,CREDIT_CARD,Visa,setl_242c9341a8,2026-04-12 06:15:22,6591.88,131.84,23.73,6436.31,,SETTLED
pay_287fe333cf3c44,MID_RAZOR_991,ORD-2026-1938,CREDIT_CARD,Mastercard,setl_5bcc460565,2026-04-12 06:30:41,5370.22,107.4,19.33,5243.49,,SETTLED
pay_39a283417f5b4f,MID_RAZOR_991,ORD-2026-1939,NETBANKING,NA,setl_f7f73ff61f,2026-04-12 06:45:37,10154.9,203.1,36.56,9915.24,,SETTLED
pay_0e7e1fc1cfb64d,MID_RAZOR_991,ORD-2026-1940,CREDIT_CARD,Visa,setl_b7e2ba3a02,2026-04-12 07:00:10,11944.38,238.89,43.0,11662.49,,SETTLED
pay_73f141dd137041,MID_RAZOR_991,ORD-2026-1941,UPI,NA,setl_f9ea5afb88,2026-04-12 07:15:09,5620.25,112.41,20.23,5487.61,,SETTLED
pay_d64840d4e4b24a,MID_RAZOR_991,ORD-2026-1942,DEBIT_CARD,RuPay,setl_99af5b6e1a,2026-04-12 07:30:11,12670.31,253.41,45.61,12371.29,,SETTLED
pay_445ae4c068384b,MID_RAZOR_991,ORD-2026-1943,DEBIT_CARD,Mastercard,setl_732d49af9b,2026-04-12 07:45:08,6892.89,137.86,24.81,6730.22,,SETTLED
pay_acba01c09d3641,MID_RAZOR_991,ORD-2026-1944,UPI,NA,setl_444407ed1a,2026-04-12 08:00:42,5095.68,101.91,18.34,4975.43,,SETTLED
pay_ef270a600b7c4c,MID_RAZOR_991,ORD-2026-1945,CREDIT_CARD,Mastercard,setl_a8749d704a,2026-04-12 08:15:19,2261.61,45.23,8.14,2208.24,,SETTLED
pay_4b4b4a14ef834c,MID_RAZOR_991,ORD-2026-1946,DEBIT_CARD,RuPay,setl_19c8ce6614,2026-04-12 08:30:00,14567.18,291.34,52.44,14223.4,,SETTLED
pay_7cc1c2f8dcb04c,MID_RAZOR_991,ORD-2026-1947,DEBIT_CARD,Visa,setl_b3244ab86f,2026-04-12 08:45:57,4702.49,94.05,16.93,4591.51,,SETTLED
pay_7ad4c6c4dc5644,MID_RAZOR_991,ORD-2026-1948,DEBIT_CARD,Mastercard,setl_67f5f6f1dc,2026-04-12 09:00:07,11108.79,222.18,39.99,10846.62,,SETTLED
pay_3383ab1e75fb48,MID_RAZOR_991,ORD-2026-1949,DEBIT_CARD,RuPay,setl_55a9ada77e,2026-04-12 09:15:25,9454.07,189.08,34.03,9230.96,,SETTLED
pay_2c8ad0cb107c40,MID_RAZOR_991,ORD-2026-1950,UPI,NA,setl_724bcc334c,2026-04-12 09:30:38,9799.03,195.98,35.28,9567.77,,SETTLED
pay_e68974b206634e,MID_RAZOR_991,ORD-2026-1951,DEBIT_CARD,RuPay,setl_f9f039082d,2026-04-12 09:45:01,1712.05,34.24,6.16,1671.65,,SETTLED
pay_af0148d74dde46,MID_RAZOR_991,ORD-2026-1952,NETBANKING,NA,setl_f10513ef48,2026-04-12 10:00:12,7611.75,152.24,27.4,7432.11,,SETTLED
pay_39a65342e89848,MID_RAZOR_991,ORD-2026-1953,NETBANKING,NA,setl_d353464411,2026-04-12 10:15:23,6098.63,121.97,21.95,5954.71,,SETTLED
pay_213eb914151642,MID_RAZOR_991,ORD-2026-1954,NETBANKING,NA,setl_65e2085b87,2026-04-12 10:30:55,8634.98,172.7,31.09,8431.19,,SETTLED
pay_f559868c491347,MID_RAZOR_991,ORD-2026-1955,NETBANKING,NA,setl_4249097c2f,2026-04-12 10:45:18,2874.96,57.5,10.35,2807.11,,SETTLED
pay_c4a90522a2bc4d,MID_RAZOR_991,ORD-2026-1956,UPI,NA,setl_ae0d831190,2026-04-12 11:00:09,3512.86,70.26,12.65,3429.95,,SETTLED
pay_eb6bbcfd234349,MID_RAZOR_991,ORD-2026-1957,NETBANKING,NA,setl_433ecdf5bc,2026-04-12 11:15:05,595.97,11.92,2.15,581.9,,SETTLED
pay_454081e70bc14f,MID_RAZOR_991,ORD-2026-1958,CREDIT_CARD,RuPay,setl_152363a1e6,2026-04-12 11:30:11,12568.11,251.36,45.24,12271.51,,SETTLED
pay_e70ea45a1a8e45,MID_RAZOR_991,ORD-2026-1959,DEBIT_CARD,Mastercard,setl_3f1344a3be,2026-04-12 11:45:19,7664.46,153.29,27.59,7483.58,,SETTLED
pay_306faad183d845,MID_RAZOR_991,ORD-2026-1960,CREDIT_CARD,Visa,setl_f5e60ec605,2026-04-12 12:00:19,14362.39,287.25,51.7,14023.44,,SETTLED
pay_08ed6640921647,MID_RAZOR_991,ORD-2026-1961,NETBANKING,NA,setl_a8f07751bd,2026-04-12 12:15:11,7632.35,152.65,27.48,7452.22,,SETTLED
pay_6b22cef205aa42,MID_RAZOR_991,ORD-2026-1962,NETBANKING,NA,setl_311fe758a2,2026-04-12 12:30:04,9183.92,183.68,33.06,8967.18,,SETTLED
pay_8dc0c049389f40,MID_RAZOR_991,ORD-2026-1963,DEBIT_CARD,Mastercard,setl_0bc4037c6d,2026-04-12 12:45:43,7402.59,148.05,26.65,7227.89,,SETTLED
pay_544eedeec0bf4d,MID_RAZOR_991,ORD-2026-1964,UPI,NA,setl_4fd8f86f71,2026-04-12 13:00:54,4263.29,85.27,15.35,4162.67,,SETTLED
pay_16c12fb99e044c,MID_RAZOR_991,ORD-2026-1965,CREDIT_CARD,Visa,setl_2c81c5c247,2026-04-12 13:15:10,1266.88,25.34,4.56,1236.98,,SETTLED
pay_affdf2eae2114b,MID_RAZOR_991,ORD-2026-1966,UPI,NA,setl_92f638e3ca,2026-04-12 13:30:18,4729.13,94.58,17.02,4617.53,,SETTLED
pay_6397e81b880042,MID_RAZOR_991,ORD-2026-1967,CREDIT_CARD,RuPay,setl_b52c6b81b7,2026-04-12 13:45:38,11413.11,228.26,41.09,11143.76,,SETTLED
pay_0401385f36514e,MID_RAZOR_991,ORD-2026-1968,DEBIT_CARD,Visa,setl_05cf7826fd,2026-04-12 14:00:43,10620.53,212.41,38.23,10369.89,,SETTLED
pay_ef7bdc531bc442,MID_RAZOR_991,ORD-2026-1969,CREDIT_CARD,RuPay,setl_94926d15e3,2026-04-12 14:15:08,8013.48,160.27,28.85,7824.36,,SETTLED
pay_08344bc31f2f46,MID_RAZOR_991,ORD-2026-1970,UPI,NA,setl_3ba85264bb,2026-04-12 14:30:13,2741.05,54.82,9.87,2676.36,,SETTLED
pay_ddbe7348c07342,MID_RAZOR_991,ORD-2026-1971,UPI,NA,setl_400e3adbfb,2026-04-12 14:45:26,7177.12,143.54,25.84,7007.74,,SETTLED
pay_e8bc73a9ea124d,MID_RAZOR_991,ORD-2026-1972,DEBIT_CARD,Visa,setl_6fba4e74e2,2026-04-12 15:00:44,5757.24,115.14,20.73,5621.37,,SETTLED
pay_4056fe8e5b4945,MID_RAZOR_991,ORD-2026-1973,CREDIT_CARD,Mastercard,setl_5a4f8cbb78,2026-04-12 15:15:19,917.01,18.34,3.3,895.37,,SETTLED
pay_14d02bac92574e,MID_RAZOR_991,ORD-2026-1974,CREDIT_CARD,Mastercard,setl_3e5374a028,2026-04-12 15:30:14,4957.71,99.15,17.85,4840.71,,SETTLED
pay_8bcc390c651649,MID_RAZOR_991,ORD-2026-1975,UPI,NA,setl_854d46691a,2026-04-12 15:45:04,772.69,15.45,2.78,754.46,,SETTLED
pay_b82b4b18d1f84e,MID_RAZOR_991,ORD-2026-1976,UPI,NA,setl_bf5203c64e,2026-04-12 16:00:50,10066.94,201.34,36.24,9829.36,,SETTLED
pay_a4e9fe310ef546,MID_RAZOR_991,ORD-2026-1977,UPI,NA,setl_c37e73aa09,2026-04-12 16:15:04,4873.86,97.48,17.55,4758.83,,SETTLED
pay_64580d0cdbd24f,MID_RAZOR_991,ORD-2026-1978,CREDIT_CARD,Mastercard,setl_80f3610433,2026-04-12 16:30:57,3400.35,68.01,12.24,3320.1,,SETTLED
pay_5b2dcc12220741,MID_RAZOR_991,ORD-2026-1979,DEBIT_CARD,Mastercard,setl_d0ff9d6ccf,2026-04-12 16:45:22,5606.95,112.14,20.19,5474.62,,SETTLED
pay_494dd077bc384c,MID_RAZOR_991,ORD-2026-1980,UPI,NA,setl_60b75bcd9d,2026-04-12 17:00:06,12384.0,247.68,44.58,12091.74,,SETTLED
pay_b682012c922b48,MID_RAZOR_991,ORD-2026-1981,DEBIT_CARD,RuPay,setl_cf788330d7,2026-04-12 17:15:57,11433.26,228.67,41.16,11163.43,,SETTLED
pay_81005b97080e42,MID_RAZOR_991,ORD-2026-1982,NETBANKING,NA,setl_963150ae5a,2026-04-12 17:30:23,10622.93,212.46,38.24,10372.23,,SETTLED
pay_148cd0487fa74c,MID_RAZOR_991,ORD-2026-1983,CREDIT_CARD,Visa,setl_269360b639,2026-04-12 17:45:24,6649.33,132.99,23.94,6492.4,,SETTLED
pay_af941a390f6643,MID_RAZOR_991,ORD-2026-1984,DEBIT_CARD,RuPay,setl_ca79648132,2026-04-12 18:00:29,2099.58,41.99,7.56,2050.03,,SETTLED
pay_717a0dd9e2424a,MID_RAZOR_991,ORD-2026-1985,DEBIT_CARD,Mastercard,setl_e38740fb5a,2026-04-12 18:15:46,1088.82,21.78,3.92,1063.12,,SETTLED
pay_f2d1aef3d61443,MID_RAZOR_991,ORD-2026-1986,NETBANKING,NA,setl_94ed230078,2026-04-12 18:30:38,11174.53,223.49,40.23,10910.81,,SETTLED
pay_3592fa0ccca34a,MID_RAZOR_991,ORD-2026-1987,NETBANKING,NA,setl_dc3ac0aab4,2026-04-12 18:45:12,12923.22,258.46,46.52,12618.24,,SETTLED
pay_a70c9831059745,MID_RAZOR_991,ORD-2026-1988,NETBANKING,NA,setl_827ac4e161,2026-04-12 19:00:43,2024.99,40.5,7.29,1977.2,,SETTLED
pay_9debc5823ba54a,MID_RAZOR_991,ORD-2026-1989,UPI,NA,setl_9f0c94eff4,2026-04-12 19:15:09,6224.77,124.5,22.41,6077.86,,SETTLED
pay_71d5b370af7f4c,MID_RAZOR_991,ORD-2026-1990,DEBIT_CARD,RuPay,setl_3f068cf3a7,2026-04-12 19:30:21,3403.82,68.08,12.25,3323.49,,SETTLED
pay_66d72b180efd4b,MID_RAZOR_991,ORD-2026-1991,NETBANKING,NA,setl_9e3ee8c9f1,2026-04-12 19:45:17,11589.85,231.8,41.72,11316.33,,SETTLED
pay_8b45977bd2c846,MID_RAZOR_991,ORD-2026-1992,NETBANKING,NA,setl_ca51d6a035,2026-04-12 20:00:31,7915.51,158.31,28.5,7728.7,,SETTLED
pay_47255156af6d4f,MID_RAZOR_991,ORD-2026-1993,NETBANKING,NA,setl_a473598d41,2026-04-12 20:15:31,3846.92,76.94,13.85,3756.13,,SETTLED
pay_73cf720ff5fc49,MID_RAZOR_991,ORD-2026-1994,UPI,NA,setl_b769b4c000,2026-04-12 20:30:31,10332.56,206.65,37.2,10088.71,,SETTLED
pay_f1fb5641c59646,MID_RAZOR_991,ORD-2026-1995,CREDIT_CARD,Visa,setl_141c3b0744,2026-04-12 20:45:39,9536.87,190.74,34.33,9311.8,,SETTLED
pay_930ea014ec364d,MID_RAZOR_991,ORD-2026-1996,NETBANKING,NA,setl_a65ecdeea4,2026-04-12 21:00:50,7257.32,145.15,26.13,7086.04,,SETTLED
pay_aec372734ec149,MID_RAZOR_991,ORD-2026-1997,DEBIT_CARD,Mastercard,setl_6c836e4012,2026-04-12 21:15:21,12237.48,244.75,44.05,11948.68,,SETTLED
pay_f23823864a444f,MID_RAZOR_991,ORD-2026-1998,UPI,NA,setl_6ba255546d,2026-04-12 21:30:27,13261.82,265.24,47.74,12948.84,,SETTLED
pay_a223e835e72b43,MID_RAZOR_991,ORD-2026-1999,NETBANKING,NA,setl_bd69537c2b,2026-04-12 21:45:29,1021.73,20.43,3.68,997.62,,SETTLED
pay_71702c858f0549,MID_RAZOR_991,ORD-2026-2000,DEBIT_CARD,Mastercard,setl_6b6ea350f4,2026-04-12 22:00:10,7626.45,152.53,27.46,7446.46,,SETTLED
pay_9d309af8ce924e,MID_RAZOR_991,ORD-2026-2001,UPI,NA,setl_4333b50679,2026-04-12 22:15:36,10287.86,205.76,37.04,10045.06,,SETTLED
pay_128b49ab1af74b,MID_RAZOR_991,ORD-2026-2002,CREDIT_CARD,Mastercard,setl_f25bda1f69,2026-04-12 22:30:03,6175.08,123.5,22.23,6029.35,,SETTLED
pay_ea720e01617249,MID_RAZOR_991,ORD-2026-2003,DEBIT_CARD,Visa,setl_69254a160e,2026-04-12 22:45:03,908.13,18.16,3.27,886.7,,SETTLED
pay_f14598f93e954a,MID_RAZOR_991,ORD-2026-2004,UPI,NA,setl_f375f4067b,2026-04-12 23:00:48,13424.47,268.49,48.33,13107.65,,SETTLED
pay_62149bab52384c,MID_RAZOR_991,ORD-2026-2005,DEBIT_CARD,Visa,setl_6dbe168e65,2026-04-12 23:15:22,1318.51,26.37,4.75,1287.39,,SETTLED
pay_f1b185b8eb3f42,MID_RAZOR_991,ORD-2026-2006,UPI,NA,setl_a048a4028e,2026-04-12 23:30:58,10475.87,209.52,37.71,10228.64,,SETTLED
pay_7a5e23fc433543,MID_RAZOR_991,ORD-2026-2007,DEBIT_CARD,RuPay,setl_e0d7a2a666,2026-04-12 23:45:29,10037.63,200.75,36.13,9800.75,,SETTLED
pay_f4465010d5824c,MID_RAZOR_991,ORD-2026-2008,DEBIT_CARD,RuPay,setl_23f41d3db9,2026-04-13 00:00:44,7310.65,146.21,26.32,7138.12,,SETTLED
pay_3e4873731e5b4a,MID_RAZOR_991,ORD-2026-2009,DEBIT_CARD,Mastercard,setl_b19d49566c,2026-04-13 00:15:06,12220.74,244.41,43.99,11932.34,,SETTLED
pay_063b9371674044,MID_RAZOR_991,ORD-2026-2010,NETBANKING,NA,setl_fb3a3b7b3a,2026-04-13 00:30:32,12266.13,245.32,44.16,11976.65,,SETTLED
