bank_txn_id,txn_date,narration,type,amount,running_balance,beneficiary_name,branch_code
UTR450368842,2026-04-12 08:45:37,CMS/RAZORPAY/pay_39a283417f5b4f/ORD-2026-1939,CREDIT,9915.24,12215660.73,CORP FIN OPS,HDFC0001234
UTR426505925,2026-04-12 09:00:10,CMS/RAZORPAY/pay_0e7e1fc1cfb64d/ORD-2026-1940,CREDIT,11662.49,12227323.22,CORP FIN OPS,HDFC0001234
UTR409394722,2026-04-12 09:15:09,CMS/RAZORPAY/pay_73f141dd137041/ORD-2026-1941,CREDIT,5487.61,12232810.83,CORP FIN OPS,HDFC0001234
UTR272646820,2026-04-12 09:30:11,CMS/RAZORPAY/pay_d64840d4e4b24a/ORD-2026-1942,CREDIT,12371.29,12245182.12,CORP FIN OPS,HDFC0001234
UTR144186034,2026-04-12 09:45:08,CMS/RAZORPAY/pay_445ae4c068384b/ORD-2026-1943,CREDIT,6730.22,12251912.34,CORP FIN OPS,HDFC0001234
UTR859279763,2026-04-12 10:00:42,CMS/RAZORPAY/pay_acba01c09d3641/ORD-2026-1944,CREDIT,4975.43,12256887.77,CORP FIN OPS,HDFC0001234
UTR679677338,2026-04-12 10:15:19,CMS/RAZORPAY/pay_ef270a600b7c4c/ORD-2026-1945,CREDIT,2208.24,12259096.01,CORP FIN OPS,HDFC0001234
UTR591817492,2026-04-12 10:30:00,CMS/RAZORPAY/pay_4b4b4a14ef834c/ORD-2026-1946,CREDIT,14223.4,12273319.41,CORP FIN OPS,HDFC0001234
UTR857472628,2026-04-12 10:45:57,CMS/RAZORPAY/pay_7cc1c2f8dcb04c/ORD-2026-1947,CREDIT,4591.51,12277910.92,CORP FIN OPS,HDFC0001234
UTR574707201,2026-04-12 11:00:07,CMS/RAZORPAY/pay_7ad4c6c4dc5644/ORD-2026-1948,CREDIT,10846.62,12288757.54,CORP FIN OPS,HDFC0001234
UTR225494759,2026-04-12 11:15:25,CMS/RAZORPAY/pay_3383ab1e75fb48/ORD-2026-1949,CREDIT,9230.96,12297988.5,CORP FIN OPS,HDFC0001234
UTR450433330,2026-04-12 11:30:38,CMS/RAZORPAY/pay_2c8ad0cb107c40/ORD-2026-1950,CREDIT,9567.77,12307556.27,CORP FIN OPS,HDFC0001234
UTR923662117,2026-04-12 11:45:01,CMS/RAZORPAY/pay_e68974b206634e/ORD-2026-1951,CREDIT,1671.65,12309227.92,CORP FIN OPS,HDFC0001234
UTR193820269,2026-04-12 12:00:12,CMS/RAZORPAY/pay_af0148d74dde46/ORD-2026-1952,CREDIT,7432.11,12316660.03,CORP FIN OPS,HDFC0001234
UTR258855742,2026-04-12 12:15:23,CMS/RAZORPAY/pay_39a65342e89848/ORD-2026-1953,CREDIT,5954.71,12322614.74,CORP FIN OPS,HDFC0001234
UTR430804119,2026-04-12 12:30:55,CMS/RAZORPAY/pay_213eb914151642/ORD-2026-1954,CREDIT,8431.19,12331045.93,CORP FIN OPS,HDFC0001234
UTR546257594,2026-04-12 12:45:18,CMS/RAZORPAY/pay_f559868c491347/ORD-2026-1955,CREDIT,2807.11,12333853.04,CORP FIN OPS,HDFC0001234
UTR730479792,2026-04-12 13:00:09,CMS/RAZORPAY/pay_c4a90522a2bc4d/ORD-2026-1956,CREDIT,3429.95,12337282.99,CORP FIN OPS,HDFC0001234
UTR734236627,2026-04-12 13:15:05,CMS/RAZORPAY/pay_eb6bbcfd234349/ORD-2026-1957,CREDIT,581.9,12337864.89,CORP FIN OPS,HDFC0001234
UTR596197535,2026-04-12 13:30:11,CMS/RAZORPAY/pay_454081e70bc14f/ORD-2026-1958,CREDIT,12271.51,12350136.4,CORP FIN OPS,HDFC0001234
UTR983473934,2026-04-12 13:45:19,CMS/RAZORPAY/pay_e70ea45a1a8e45/ORD-2026-1959,CREDIT,7483.58,12357619.98,CORP FIN OPS,HDFC0001234
UTR102627099,2026-04-12 14:00:19,CMS/RAZORPAY/pay_306faad183d845/ORD-2026-1960,CREDIT,14023.44,12371643.42,CORP FIN OPS,HDFC0001234
UTR408903747,2026-04-12 14:15:11,CMS/RAZORPAY/pay_08ed6640921647/ORD-2026-1961,CREDIT,7452.22,12379095.64,CORP FIN OPS,HDFC0001234
UTR397659522,2026-04-12 14:30:04,CMS/RAZORPAY/pay_6b22cef205aa42/ORD-2026-1962,CREDIT,8967.18,12388062.82,CORP FIN OPS,HDFC0001234
UTR568224996,2026-04-12 14:45:43,CMS/RAZORPAY/pay_8dc0c049389f40/ORD-2026-1963,CREDIT,7227.89,12395290.71,CORP FIN OPS,HDFC0001234
UTR717684683,2026-04-12 15:00:54,CMS/RAZORPAY/pay_544eedeec0bf4d/ORD-2026-1964,CREDIT,4162.67,12399453.38,CORP FIN OPS,HDFC0001234
UTR844407003,2026-04-12 15:15:10,CMS/RAZORPAY/pay_16c12fb99e044c/ORD-2026-1965,CREDIT,1236.98,12400690.36,CORP FIN OPS,HDFC0001234
UTR482235260,2026-04-12 15:30:18,CMS/RAZORPAY/pay_affdf2eae2114b/ORD-2026-1966,CREDIT,4617.53,12405307.89,CORP FIN OPS,HDFC0001234
UTR774342024,2026-04-12 15:45:38,CMS/RAZORPAY/pay_6397e81b880042/ORD-2026-1967,CREDIT,11143.76,12416451.65,CORP FIN OPS,HDFC0001234
UTR835477875,2026-04-12 16:00:43,CMS/RAZORPAY/pay_0401385f36514e/ORD-2026-1968,CREDIT,10369.89,12426821.54,CORP FIN OPS,HDFC0001234
UTR477559154,2026-04-12 16:15:08,CMS/RAZORPAY/pay_ef7bdc531bc442/ORD-2026-1969,CREDIT,7824.36,12434645.9,CORP FIN OPS,HDFC0001234
UTR275051213,2026-04-12 16:30:13,CMS/RAZORPAY/pay_08344bc31f2f46/ORD-2026-1970,CREDIT,2676.36,12437322.26,CORP FIN OPS,HDFC0001234
UTR699851464,2026-04-12 16:45:26,CMS/RAZORPAY/pay_ddbe7348c07342/ORD-2026-1971,CREDIT,7007.74,12444330.0,CORP FIN OPS,HDFC0001234
UTR614878782,2026-04-12 17:00:44,CMS/RAZORPAY/pay_e8bc73a9ea124d/ORD-2026-1972,CREDIT,5621.37,12449951.37,CORP FIN OPS,HDFC0001234
UTR467268165,2026-04-12 17:15:19,CMS/RAZORPAY/pay_4056fe8e5b4945/ORD-2026-1973,CREDIT,895.37,12450846.74,CORP FIN OPS,HDFC0001234
UTR845439079,2026-04-12 17:30:14,CMS/RAZORPAY/pay_14d02bac92574e/ORD-2026-1974,CREDIT,4840.71,12455687.45,CORP FIN OPS,HDFC0001234
UTR919290447,2026-04-12 17:45:04,CMS/RAZORPAY/pay_8bcc390c651649/ORD-2026-1975,CREDIT,754.46,12456441.91,CORP FIN OPS,HDFC0001234
UTR215768032,2026-04-12 18:00:50,CMS/RAZORPAY/pay_b82b4b18d1f84e/ORD-2026-1976,CREDIT,9829.36,12466271.27,CORP FIN OPS,HDFC0001234
UTR371670077,2026-04-12 18:15:04,CMS/RAZORPAY/pay_a4e9fe310ef546/ORD-2026-1977,CREDIT,4758.83,12471030.1,CORP FIN OPS,HDFC0001234
UTR746169210,2026-04-12 18:30:57,CMS/RAZORPAY/pay_64580d0cdbd24f/ORD-2026-1978,CREDIT,3320.1,12474350.2,CORP FIN OPS,HDFC0001234
UTR901224008,2026-04-12 18:45:22,CMS/RAZORPAY/pay_5b2dcc12220741/ORD-2026-1979,CREDIT,5474.62,12479824.82,CORP FIN OPS,HDFC0001234
UTR642142157,2026-04-12 19:00:06,CMS/RAZORPAY/pay_494dd077bc384c/ORD-2026-1980,CREDIT,12091.74,12491916.56,CORP FIN OPS,HDFC0001234
UTR305672580,2026-04-12 19:15:57,CMS/RAZORPAY/pay_b682012c922b48/ORD-2026-1981,CREDIT,11163.43,12503079.99,CORP FIN OPS,HDFC0001234
UTR329797269,2026-04-12 19:30:23,CMS/RAZORPAY/pay_81005b97080e42/ORD-2026-1982,CREDIT,10372.23,12513452.22,CORP FIN OPS,HDFC0001234
UTR215238810,2026-04-12 19:45:24,CMS/RAZORPAY/pay_148cd0487fa74c/ORD-2026-1983,CREDIT,6492.4,12519944.62,CORP FIN OPS,HDFC0001234
UTR917557160,2026-04-12 20:00:29,CMS/RAZORPAY/pay_af941a390f6643/ORD-2026-1984,CREDIT,2050.03,12521994.65,CORP FIN OPS,HDFC0001234
UTR856699057,2026-04-12 20:15:46,CMS/RAZORPAY/pay_717a0dd9e2424a/ORD-2026-1985,CREDIT,1063.12,12523057.77,CORP FIN OPS,HDFC0001234
UTR404525471,2026-04-12 20:30:38,CMS/RAZORPAY/pay_f2d1aef3d61443/ORD-2026-1986,CREDIT,10910.81,12533968.58,CORP FIN OPS,HDFC0001234
UTR412017904,2026-04-12 20:45:12,CMS/RAZORPAY/pay_3592fa0ccca34a/ORD-2026-1987,CREDIT,12618.24,12546586.82,CORP FIN OPS,HDFC0001234
UTR113728694,2026-04-12 21:00:43,CMS/RAZORPAY/pay_a70c9831059745/ORD-2026-1988,CREDIT,1977.2,12548564.02,CORP FIN OPS,HDFC0001234
UTR191274405,2026-04-12 21:15:09,CMS/RAZORPAY/pay_9debc5823ba54a/ORD-2026-1989,CREDIT,6077.86,12554641.88,CORP FIN OPS,HDFC0001234
UTR169482279,2026-04-12 21:30:21,CMS/RAZORPAY/pay_71d5b370af7f4c/ORD-2026-1990,CREDIT,3323.49,12557965.37,CORP FIN OPS,HDFC0001234
UTR556022667,2026-04-12 21:45:17,CMS/RAZORPAY/pay_66d72b180efd4b/ORD-2026-1991,CREDIT,11316.33,12569281.7,CORP FIN OPS,HDFC0001234
UTR815838988,2026-04-12 22:00:31,CMS/RAZORPAY/pay_8b45977bd2c846/ORD-2026-1992,CREDIT,7728.7,12577010.4,CORP FIN OPS,HDFC0001234
UTR369176186,2026-04-12 22:15:31,CMS/RAZORPAY/pay_47255156af6d4f/ORD-2026-1993,CREDIT,3756.13,12580766.53,CORP FIN OPS,HDFC0001234
UTR156749852,2026-04-12 22:30:31,CMS/RAZORPAY/pay_73cf720ff5fc49/ORD-2026-1994,CREDIT,10088.71,12590855.24,CORP FIN OPS,HDFC0001234
UTR451066210,2026-04-12 22:45:39,CMS/RAZORPAY/pay_f1fb5641c59646/ORD-2026-1995,CREDIT,9311.8,12600167.04,CORP FIN OPS,HDFC0001234
UTR924174273,2026-04-12 23:00:50,CMS/RAZORPAY/pay_930ea014ec364d/ORD-2026-1996,CREDIT,7086.04,12607253.08,CORP FIN OPS,HDFC0001234
UTR642019241,2026-04-12 23:15:21,CMS/RAZORPAY/pay_aec372734ec149/ORD-2026-1997,CREDIT,11948.68,12619201.76,CORP FIN OPS,HDFC0001234
UTR920301073,2026-04-12 23:30:27,CMS/RAZORPAY/pay_f23823864a444f/ORD-2026-1998,CREDIT,12948.84,12632150.6,CORP FIN OPS,HDFC0001234
UTR504088307,2026-04-12 23:45:29,CMS/RAZORPAY/pay_a223e835e72b43/ORD-2026-1999,CREDIT,997.62,12633148.22,CORP FIN OPS,HDFC0001234
UTR936855553,2026-04-13 00:00:10,CMS/RAZORPAY/pay_71702c858f0549/ORD-2026-2000,CREDIT,7446.46,12640594.68,CORP FIN OPS,HDFC0001234
UTR623400737,2026-04-13 00:15:36,CMS/RAZORPAY/pay_9d309af8ce924e/ORD-2026-2001,CREDIT,10045.06,12650639.74,CORP FIN OPS,HDFC0001234
UTR703717150,2026-04-13 00:30:03,CMS/RAZORPAY/pay_128b49ab1af74b/ORD-2026-2002,CREDIT,6029.35,12656669.09,CORP FIN OPS,HDFC0001234
UTR478777212,2026-04-13 00:45:03,CMS/RAZORPAY/pay_ea720e01617249/ORD-2026-2003,CREDIT,886.7,12657555.79,CORP FIN OPS,HDFC0001234
UTR896777778,2026-04-13 01:00:48,CMS/RAZORPAY/pay_f14598f93e954a/ORD-2026-2004,CREDIT,13107.65,12670663.44,CORP FIN OPS,HDFC0001234
UTR470594501,2026-04-13 01:15:22,CMS/RAZORPAY/pay_62149bab52384c/ORD-2026-2005,CREDIT,1287.39,12671950.83,CORP FIN OPS,HDFC0001234
UTR435114318,2026-04-13 01:30:58,CMS/RAZORPAY/pay_f1b185b8eb3f42/ORD-2026-2006,CREDIT,10228.64,12682179.47,CORP FIN OPS,HDFC0001234
UTR121165586,2026-04-13 01:45:29,CMS/RAZORPAY/pay_7a5e23fc433543/ORD-2026-2007,CREDIT,9800.75,12691980.22,CORP FIN OPS,HDFC0001234
UTR552230665,2026-04-13 02:00:44,CMS/RAZORPAY/pay_f4465010d5824c/ORD-2026-2008,CREDIT,7138.12,12699118.34,CORP FIN OPS,HDFC0001234
UTR519082280,2026-04-13 02:15:06,CMS/RAZORPAY/pay_3e4873731e5b4a/ORD-2026-2009,CREDIT,11932.34,12711050.68,CORP FIN OPS,HDFC0001234
UTR460742313,2026-04-13 02:30:32,CMS/RAZORPAY/pay_063b9371674044/ORD-2026-2010,CREDIT,11976.65,12723027.33,CORP FIN OPS,HDFC0001234
UTR490127233,2026-04-13 02:45:12,CMS/RAZORPAY/pay_a573365d47ae40/ORD-2026-2011,CREDIT,7523.94,12730551.27,CORP FIN OPS,HDFC0001234
UTR384708123,2026-04-13 03:00:19,CMS/RAZORPAY/pay_6d90f956c0744c/ORD-2026-2012,CREDIT,14592.59,12745143.86,CORP FIN OPS,HDFC0001234
UTR198738972,2026-04-13 03:15:37,CMS/RAZORPAY/pay_b67a9b45cedd43/ORD-2026-2013,CREDIT,5257.09,12750400.95,CORP FIN OPS,HDFC0001234
UTR325205711,2026-04-13 03:30:41,CMS/RAZORPAY/pay_a47d334acc274e/ORD-2026-2014,CREDIT,12150.53,12762551.48,CORP FIN OPS,HDFC0001234
UTR679764298,2026-04-13 03:45:26,CMS/RAZORPAY/pay_33b0eccf257e4a/ORD-2026-2015,CREDIT,6183.89,12768735.37,CORP FIN OPS,HDFC0001234
UTR687940745,2026-04-13 04:00:40,CMS/RAZORPAY/pay_b36218c1459142/ORD-2026-2016,CREDIT,10445.83,12779181.2,CORP FIN OPS,HDFC0001234
UTR809535264,2026-04-13 04:15:17,CMS/RAZORPAY/pay_939cf6e6ad2842/ORD-2026-2017,CREDIT,13756.36,12792937.56,CORP FIN OPS,HDFC0001234
UTR707862900,2026-04-13 04:30:33,CMS/RAZORPAY/pay_6bf1e05198a146/ORD-2026-2018,CREDIT,3328.94,12796266.5,CORP FIN OPS,HDFC0001234
UTR901476885,2026-04-13 04:45:26,CMS/RAZORPAY/pay_444324f16e194b/ORD-2026-2019,CREDIT,4999.63,12801266.13,CORP FIN OPS,HDFC0001234
UTR542852340,2026-04-13 05:00:41,CMS/RAZORPAY/pay_2fe07ff5d72c40/ORD-2026-2020,CREDIT,2761.72,12804027.85,CORP FIN OPS,HDFC0001234
UTR261020740,2026-04-13 05:15:15,CMS/RAZORPAY/pay_001f9895c53142/ORD-2026-2021,CREDIT,11772.6,12815800.45,CORP FIN OPS,HDFC0001234
UTR568294151,2026-04-13 05:30:41,CMS/RAZORPAY/pay_bb4af4fedfdf42/ORD-2026-2022,CREDIT,13310.29,12829110.74,CORP FIN OPS,HDFC0001234
UTR131290846,2026-04-13 05:45:42,CMS/RAZORPAY/pay_9dbfcf75854c46/ORD-2026-2023,CREDIT,8284.99,12837395.73,CORP FIN OPS,HDFC0001234
UTR121376851,2026-04-13 06:00:55,CMS/RAZORPAY/pay_0b4bb3451a9e41/ORD-2026-2024,CREDIT,13180.74,12850576.47,CORP FIN OPS,HDFC0001234
UTR168270327,2026-04-13 06:15:57,CMS/RAZORPAY/pay_891fcf2fad1943/ORD-2026-2025,CREDIT,5633.63,12856210.1,CORP FIN OPS,HDFC0001234
UTR250925319,2026-04-13 06:30:36,CMS/RAZORPAY/pay_338cd1d60da141/ORD-2026-2026,CREDIT,10886.83,12867096.93,CORP FIN OPS,HDFC0001234
UTR723220947,2026-04-13 06:45:56,CMS/RAZORPAY/pay_65693acbeefa42/ORD-2026-2027,CREDIT,1765.93,12868862.86,CORP FIN OPS,HDFC0001234
UTR727415497,2026-04-13 07:00:51,CMS/RAZORPAY/pay_16dd8536e70f48/ORD-2026-2028,CREDIT,11083.53,12879946.39,CORP FIN OPS,HDFC0001234
UTR214690674,2026-04-13 07:15:17,CMS/RAZORPAY/pay_42cfce5c83d54b/ORD-2026-2029,CREDIT,6710.2,12886656.59,CORP FIN OPS,HDFC0001234
UTR672809021,2026-04-13 07:30:07,CMS/RAZORPAY/pay_b308b84c43b64c/ORD-2026-2030,CREDIT,4969.0,12891625.59,CORP FIN OPS,HDFC0001234
UTR398214359,2026-04-13 07:45:30,CMS/RAZORPAY/pay_3c9ce0715fde41/ORD-2026-2031,CREDIT,10620.53,12902246.12,CORP FIN OPS,HDFC0001234
UTR750488622,2026-04-13 08:00:53,CMS/RAZORPAY/pay_40ccb521708c41/ORD-2026-2032,CREDIT,10957.18,12913203.3,CORP FIN OPS,HDFC0001234
UTR371638319,2026-04-13 08:15:19,CMS/RAZORPAY/pay_bbad4cc0e39a47/ORD-2026-2033,CREDIT,9534.31,12922737.61,CORP FIN OPS,HDFC0001234
UTR353813127,2026-04-13 08:30:24,CMS/RAZORPAY/pay_5692f7b6096e4b/ORD-2026-2034,CREDIT,599.57,12923337.18,CORP FIN OPS,HDFC0001234
UTR983375690,2026-04-13 08:45:13,CMS/RAZORPAY/pay_1bf92efabf0948/ORD-2026-2035,CREDIT,12655.65,12935992.83,CORP FIN OPS,HDFC0001234
UTR972144388,2026-04-13 09:00:50,CMS/RAZORPAY/pay_df98ec972e8945/ORD-2026-2036,CREDIT,967.88,12936960.71,CORP FIN OPS,HDFC0001234
UTR543413836,2026-04-13 09:15:27,CMS/RAZORPAY/pay_352db9aa3ebb45/ORD-2026-2037,CREDIT,12901.21,12949861.92,CORP FIN OPS,HDFC0001234
UTR643672548,2026-04-13 09:30:22,CMS/RAZORPAY/pay_c422d9ed9cef4d/ORD-2026-2038,CREDIT,6446.8,12956308.72,CORP FIN OPS,HDFC0001234
UTR846476162,2026-04-13 09:45:48,CMS/RAZORPAY/pay_75eb7663fd2c43/ORD-2026-2039,CREDIT,1225.8,12957534.52,CORP FIN OPS,HDFC0001234
UTR788374606,2026-04-13 10:00:25,CMS/RAZORPAY/pay_8cd5a02e24bd43/ORD-2026-2040,CREDIT,3320.83,12960855.35,CORP FIN OPS,HDFC0001234
UTR219000878,2026-04-13 10:15:33,CMS/RAZORPAY/pay_b45274ab955141/ORD-2026-2041,CREDIT,10590.7,12971446.05,CORP FIN OPS,HDFC0001234
UTR951093177,2026-04-13 10:30:30,CMS/RAZORPAY/pay_61e5153d6cb448/ORD-2026-2042,CREDIT,12855.11,12984301.16,CORP FIN OPS,HDFC0001234
UTR736750819,2026-04-13 10:45:12,CMS/RAZORPAY/pay_0677c5b732b244/ORD-2026-2043,CREDIT,1683.09,12985984.25,CORP FIN OPS,HDFC0001234
UTR505144293,2026-04-13 11:00:01,CMS/RAZORPAY/pay_2759d0de09ac4e/ORD-2026-2044,CREDIT,13557.44,12999541.69,CORP FIN OPS,HDFC0001234
UTR852973431,2026-04-13 11:15:25,CMS/RAZORPAY/pay_ee7ede0b577a42/ORD-2026-2045,CREDIT,9237.78,13008779.47,CORP FIN OPS,HDFC0001234
UTR495051256,2026-04-13 11:30:07,CMS/RAZORPAY/pay_039b572361ac41/ORD-2026-2046,CREDIT,688.04,13009467.51,CORP FIN OPS,HDFC0001234
UTR587165109,2026-04-13 11:45:07,CMS/RAZORPAY/pay_2dae83cb3eaf47/ORD-2026-2047,CREDIT,3666.4,13013133.91,CORP FIN OPS,HDFC0001234
UTR385833129,2026-04-13 12:00:31,CMS/RAZORPAY/pay_f96a83c4740042/ORD-2026-2048,CREDIT,5897.53,13019031.44,CORP FIN OPS,HDFC0001234
UTR984858711,2026-04-13 12:15:43,CMS/RAZORPAY/pay_42479ef4d82842/ORD-2026-2049,CREDIT,3169.16,13022200.6,CORP FIN OPS,HDFC0001234
UTR130894901,2026-04-13 12:30:15,CMS/RAZORPAY/pay_5e94cbebf5f949/ORD-2026-2050,CREDIT,9233.19,13031433.79,CORP FIN OPS,HDFC0001234
UTR794963903,2026-04-13 12:45:05,CMS/RAZORPAY/pay_454396989aaf43/ORD-2026-2051,CREDIT,634.31,13032068.1,CORP FIN OPS,HDFC0001234
UTR327866978,2026-04-13 13:00:45,CMS/RAZORPAY/pay_e2df06b5a96a4a/ORD-2026-2052,CREDIT,6481.08,13038549.18,CORP FIN OPS,HDFC0001234
UTR163084820,2026-04-13 13:15:21,CMS/RAZORPAY/pay_138d790e10c941/ORD-2026-2053,CREDIT,13670.03,13052219.21,CORP FIN OPS,HDFC0001234
UTR961407774,2026-04-13 13:30:00,CMS/RAZORPAY/pay_05c48c6c27ec48/ORD-2026-2054,CREDIT,4079.42,13056298.63,CORP FIN OPS,HDFC0001234
UTR241989740,2026-04-13 13:45:37,CMS/RAZORPAY/pay_36eaf7687a5342/ORD-2026-2055,CREDIT,3027.72,13059326.35,CORP FIN OPS,HDFC0001234
UTR464188244,2026-04-13 14:00:08,CMS/RAZORPAY/pay_33cb8ecb0c7647/ORD-2026-2056,CREDIT,1757.42,13061083.77,CORP FIN OPS,HDFC0001234
UTR225458204,2026-04-13 14:15:08,CMS/RAZORPAY/pay_83dbd7e045d948/ORD-2026-2057,CREDIT,7555.92,13068639.69,CORP FIN OPS,HDFC0001234
UTR561801350,2026-04-13 14:30:39,CMS/RAZORPAY/pay_b428d3ccdc024c/ORD-2026-2058,CREDIT,12233.36,13080873.05,CORP FIN OPS,HDFC0001234
UTR277150029,2026-04-13 14:45:31,CMS/RAZORPAY/pay_0460c88933964c/ORD-2026-2059,CREDIT,11300.16,13092173.21,CORP FIN OPS,HDFC0001234
UTR957082396,2026-04-13 15:00:03,CMS/RAZORPAY/pay_5131ab8b4ba742/ORD-2026-2060,CREDIT,3162.89,13095336.1,CORP FIN OPS,HDFC0001234
UTR604924443,2026-04-13 15:15:45,CMS/RAZORPAY/pay_3cca1182cb8f42/ORD-2026-2061,CREDIT,7101.78,13102437.88,CORP FIN OPS,HDFC0001234
UTR482810555,2026-04-13 15:30:29,CMS/RAZORPAY/pay_7be26cdc939b4b/ORD-2026-2062,CREDIT,7467.83,13109905.71,CORP FIN OPS,HDFC0001234
UTR318757401,2026-04-13 15:45:53,CMS/RAZORPAY/pay_41ac1d230ef64b/ORD-2026-2063,CREDIT,2870.88,13112776.59,CORP FIN OPS,HDFC0001234
UTR812038659,2026-04-13 16:00:00,CMS/RAZORPAY/pay_59275db4983844/ORD-2026-2064,CREDIT,7935.42,13120712.01,CORP FIN OPS,HDFC0001234
UTR634842369,2026-04-13 16:15:56,CMS/RAZORPAY/pay_0227ce3c87c142/ORD-2026-2065,CREDIT,5141.27,13125853.28,CORP FIN OPS,HDFC0001234
UTR501105178,2026-04-13 16:30:53,CMS/RAZORPAY/pay_f59e494baab341/ORD-2026-2066,CREDIT,5068.79,13130922.07,CORP FIN OPS,HDFC0001234
UTR859894230,2026-04-13 16:45:29,CMS/RAZORPAY/pay_6ebf8f1ead8e44/ORD-2026-2067,CREDIT,9384.35,13140306.42,CORP FIN OPS,HDFC0001234
UTR453719460,2026-04-13 17:00:41,CMS/RAZORPAY/pay_4032d662da9c48/ORD-2026-2068,CREDIT,9299.51,13149605.93,CORP FIN OPS,HDFC0001234
UTR955808162,2026-04-13 17:15:55,CMS/RAZORPAY/pay_cfa7a84c172f4d/ORD-2026-2069,CREDIT,1177.43,13150783.36,CORP FIN OPS,HDFC0001234
UTR898649166,2026-04-13 17:30:35,CMS/RAZORPAY/pay_47ba0518faf04f/ORD-2026-2070,CREDIT,13965.01,13164748.37,CORP FIN OPS,HDFC0001234
UTR291137642,2026-04-13 17:45:05,CMS/RAZORPAY/pay_4e17311c33b94d/ORD-2026-2071,CREDIT,778.6,13165526.97,CORP FIN OPS,HDFC0001234
UTR532069666,2026-04-13 18:00:48,CMS/RAZORPAY/pay_1e56b26e2e154a/ORD-2026-2072,CREDIT,14000.86,13179527.83,CORP FIN OPS,HDFC0001234
UTR960175026,2026-04-13 18:15:47,CMS/RAZORPAY/pay_798850dc3fde47/ORD-2026-2073,CREDIT,11904.39,13191432.22,CORP FIN OPS,HDFC0001234
UTR485520835,2026-04-13 18:30:53,CMS/RAZORPAY/pay_eb821aa6508c41/ORD-2026-2074,CREDIT,5690.58,13197122.8,CORP FIN OPS,HDFC0001234
UTR516707955,2026-04-13 18:45:17,CMS/RAZORPAY/pay_2fd674bf7b9f43/ORD-2026-2075,CREDIT,8459.85,13205582.65,CORP FIN OPS,HDFC0001234
UTR970798567,2026-04-13 19:00:11,CMS/RAZORPAY/pay_e64fc8c5766446/ORD-2026-2076,CREDIT,6634.19,13212216.84,CORP FIN OPS,HDFC0001234
UTR466945733,2026-04-13 19:15:43,CMS/RAZORPAY/pay_e0c950e5f57848/ORD-2026-2077,CREDIT,3662.8,13215879.64,CORP FIN OPS,HDFC0001234
UTR794952969,2026-04-13 19:30:18,CMS/RAZORPAY/pay_a3964c7f15444b/ORD-2026-2078,CREDIT,7117.16,13222996.8,CORP FIN OPS,HDFC0001234
UTR237213199,2026-04-13 19:45:33,CMS/RAZORPAY/pay_2fea7f8551d14b/ORD-2026-2079,CREDIT,6543.94,13229540.74,CORP FIN OPS,HDFC0001234
UTR148420285,2026-04-13 20:00:32,CMS/RAZORPAY/pay_d16c4a8750de4d/ORD-2026-2080,CREDIT,6504.05,13236044.79,CORP FIN OPS,HDFC0001234
UTR710398824,2026-04-13 20:15:16,CMS/RAZORPAY/pay_84679abdc67544/ORD-2026-2081,CREDIT,8778.55,13244823.34,CORP FIN OPS,HDFC0001234
UTR810364316,2026-04-13 20:30:11,CMS/RAZORPAY/pay_b8a87ced36c94e/ORD-2026-2082,CREDIT,11618.74,13256442.08,CORP FIN OPS,HDFC0001234
UTR856320718,2026-04-13 20:45:37,CMS/RAZORPAY/pay_5007baa483d84d/ORD-2026-2083,CREDIT,10739.78,13267181.86,CORP FIN OPS,HDFC0001234
UTR969737332,2026-04-13 21:00:11,CMS/RAZORPAY/pay_3c5f067b1e754c/ORD-2026-2084,CREDIT,1595.64,13268777.5,CORP FIN OPS,HDFC0001234
UTR673781871,2026-04-13 21:15:00,CMS/RAZORPAY/pay_861cfc0266c04d/ORD-2026-2085,CREDIT,6079.59,13274857.09,CORP FIN OPS,HDFC0001234
UTR594096279,2026-04-13 21:30:55,CMS/RAZORPAY/pay_377ba8cba61749/ORD-2026-2086,CREDIT,9800.03,13284657.12,CORP FIN OPS,HDFC0001234
UTR762224719,2026-04-13 21:45:43,CMS/RAZORPAY/pay_27c8a63ecf5345/ORD-2026-2087,CREDIT,14124.16,13298781.28,CORP FIN OPS,HDFC0001234
UTR245077501,2026-04-13 22:00:12,CMS/RAZORPAY/pay_6cabc115ce6a46/ORD-2026-2088,CREDIT,2072.64,13300853.92,CORP FIN OPS,HDFC0001234
UTR324658446,2026-04-13 22:15:41,CMS/RAZORPAY/pay_5271ccc191e74e/ORD-2026-2089,CREDIT,2543.27,13303397.19,CORP FIN OPS,HDFC0001234
UTR678298594,2026-04-13 22:30:19,CMS/RAZORPAY/pay_ea299a9831ab49/ORD-2026-2090,CREDIT,11385.76,13314782.95,CORP FIN OPS,HDFC0001234
UTR225046707,2026-04-13 22:45:47,CMS/RAZORPAY/pay_9d0f53f5ddf246/ORD-2026-2091,CREDIT,10435.44,13325218.39,CORP FIN OPS,HDFC0001234
UTR582664425,2026-04-13 23:00:18,CMS/RAZORPAY/pay_a2a4788289ec47/ORD-2026-2092,CREDIT,8550.09,13333768.48,CORP FIN OPS,HDFC0001234
UTR210234112,2026-04-13 23:15:26,CMS/RAZORPAY/pay_fa0d1773c2e841/ORD-2026-2093,CREDIT,12502.74,13346271.22,CORP FIN OPS,HDFC0001234
