order_id,order_date,customer_id,customer_location,payment_method,discount_applied,gross_amount,currency,status
ORD-2026-1523,2026-04-06 19:45:51,CUST-7620,Bengaluru,CREDIT_CARD,0.0,12931.07,INR,COMPLETED
ORD-2026-1524,2026-04-06 20:00:41,CUST-5843,Hyderabad,UPI,40.46,7711.91,INR,COMPLETED
ORD-2026-1525,2026-04-06 20:15:37,CUST-4111,Hyderabad,UPI,0.0,10767.0,INR,COMPLETED
ORD-2026-1526,2026-04-06 20:30:58,CUST-6873,Bengaluru,NETBANKING,0.0,14139.69,INR,COMPLETED
ORD-2026-1527,2026-04-06 20:45:06,CUST-5237,Bengaluru,CREDIT_CARD,76.29,7326.32,INR,COMPLETED
ORD-2026-1528,2026-04-06 21:00:05,CUST-4659,Bengaluru,DEBIT_CARD,42.05,3722.68,INR,COMPLETED
ORD-2026-1529,2026-04-06 21:15:37,CUST-2929,Hyderabad,DEBIT_CARD,0.0,4763.74,INR,COMPLETED
ORD-2026-1530,2026-04-06 21:30:30,CUST-9199,Delhi,UPI,38.17,13396.68,INR,COMPLETED
ORD-2026-1531,2026-04-06 21:45:03,CUST-3470,Delhi,NETBANKING,34.27,13127.31,INR,COMPLETED
ORD-2026-1532,2026-04-06 22:00:09,CUST-3954,Delhi,NETBANKING,0.0,5087.56,INR,COMPLETED
ORD-2026-1533,2026-04-06 22:15:40,CUST-8406,Hyderabad,CREDIT_CARD,0.0,1341.2,INR,COMPLETED
ORD-2026-1534,2026-04-06 22:30:48,CUST-2442,Delhi,CREDIT_CARD,0.0,2797.31,INR,COMPLETED
ORD-2026-1535,2026-04-06 22:45:25,CUST-8821,Hyderabad,NETBANKING,0.0,6720.87,INR,COMPLETED
ORD-2026-1536,2026-04-06 23:00:23,CUST-6279,Bengaluru,CREDIT_CARD,0.0,14275.99,INR,COMPLETED
ORD-2026-1537,2026-04-06 23:15:40,CUST-4707,Bengaluru,UPI,31.21,11137.25,INR,COMPLETED
ORD-2026-1538,2026-04-06 23:30:32,CUST-3736,Delhi,NETBANKING,29.82,9035.72,INR,COMPLETED
ORD-2026-1539,2026-04-06 23:45:46,CUST-9587,Hyderabad,NETBANKING,0.0,8044.18,INR,COMPLETED
ORD-2026-1540,2026-04-07 00:00:57,CUST-4087,Delhi,CREDIT_CARD,91.82,7607.59,INR,COMPLETED
ORD-2026-1541,2026-04-07 00:15:14,CUST-3149,Delhi,UPI,0.0,3752.66,INR,COMPLETED
ORD-2026-1542,2026-04-07 00:30:23,CUST-1612,Hyderabad,CREDIT_CARD,25.58,10811.1,INR,COMPLETED
ORD-2026-1543,2026-04-07 00:45:38,CUST-2771,Bengaluru,UPI,4.82,14922.86,INR,COMPLETED
ORD-2026-1544,2026-04-07 01:00:28,CUST-9966,Hyderabad,NETBANKING,0.0,6013.68,INR,COMPLETED
ORD-2026-1545,2026-04-07 01:15:43,CUST-5933,Hyderabad,CREDIT_CARD,0.0,9639.51,INR,COMPLETED
ORD-2026-1546,2026-04-07 01:30:38,CUST-7862,Delhi,DEBIT_CARD,0.0,10660.53,INR,COMPLETED
ORD-2026-1547,2026-04-07 01:45:18,CUST-2741,Hyderabad,UPI,0.0,2153.18,INR,COMPLETED
ORD-2026-1548,2026-04-07 02:00:12,CUST-7713,Hyderabad,DEBIT_CARD,0.0,5689.87,INR,COMPLETED
ORD-2026-1549,2026-04-07 02:15:58,CUST-8875,Hyderabad,NETBANKING,0.0,3511.56,INR,COMPLETED
ORD-2026-1550,2026-04-07 02:30:58,CUST-9095,Delhi,UPI,77.95,2101.25,INR,COMPLETED
ORD-2026-1551,2026-04-07 02:45:57,CUST-4787,Hyderabad,UPI,29.6,4210.44,INR,COMPLETED
ORD-2026-1552,2026-04-07 03:00:06,CUST-1646,Hyderabad,UPI,0.0,12291.09,INR,COMPLETED
ORD-2026-1553,2026-04-07 03:15:47,CUST-1751,Delhi,DEBIT_CARD,66.34,2180.57,INR,COMPLETED
ORD-2026-1554,2026-04-07 03:30:57,CUST-5395,Bengaluru,DEBIT_CARD,0.0,6846.86,INR,COMPLETED
ORD-2026-1555,2026-04-07 03:45:07,CUST-8479,Hyderabad,DEBIT_CARD,68.99,6311.27,INR,COMPLETED
ORD-2026-1556,2026-04-07 04:00:41,CUST-3732,Delhi,NETBANKING,0.0,13348.8,INR,COMPLETED
ORD-2026-1557,2026-04-07 04:15:54,CUST-7816,Bengaluru,UPI,0.0,2811.23,INR,COMPLETED
ORD-2026-1558,2026-04-07 04:30:11,CUST-6875,Bengaluru,NETBANKING,0.0,9364.19,INR,COMPLETED
ORD-2026-1559,2026-04-07 04:45:58,CUST-7738,Hyderabad,CREDIT_CARD,0.0,7577.78,INR,COMPLETED
ORD-2026-1560,2026-04-07 05:00:45,CUST-9598,Bengaluru,DEBIT_CARD,0.0,13090.82,INR,COMPLETED
ORD-2026-1561,2026-04-07 05:15:55,CUST-9570,Bengaluru,CREDIT_CARD,0.0,5405.36,INR,COMPLETED
ORD-2026-1562,2026-04-07 05:30:42,CUST-8895,Hyderabad,NETBANKING,0.0,11036.45,INR,COMPLETED
ORD-2026-1563,2026-04-07 05:45:09,CUST-1894,Delhi,NETBANKING,0.0,12665.98,INR,COMPLETED
ORD-2026-1564,2026-04-07 06:00:54,CUST-3709,Delhi,NETBANKING,0.0,7689.61,INR,COMPLETED
ORD-2026-1565,2026-04-07 06:15:17,CUST-4648,Bengaluru,CREDIT_CARD,0.0,1230.09,INR,COMPLETED
ORD-2026-1566,2026-04-07 06:30:29,CUST-8341,Delhi,CREDIT_CARD,44.71,6940.74,INR,COMPLETED
ORD-2026-1567,2026-04-07 06:45:47,CUST-2681,Hyderabad,NETBANKING,0.0,9973.91,INR,COMPLETED
ORD-2026-1568,2026-04-07 07:00:52,CUST-5990,Bengaluru,UPI,0.0,1817.99,INR,COMPLETED
ORD-2026-1569,2026-04-07 07:15:21,CUST-1889,Delhi,NETBANKING,33.2,5768.47,INR,COMPLETED
ORD-2026-1570,2026-04-07 07:30:45,CUST-8414,Delhi,NETBANKING,0.0,10028.92,INR,COMPLETED
ORD-2026-1571,2026-04-07 07:45:21,CUST-5783,Bengaluru,CREDIT_CARD,0.0,5649.52,INR,COMPLETED
ORD-2026-1572,2026-04-07 08:00:02,CUST-9067,Delhi,UPI,74.25,13504.72,INR,COMPLETED
ORD-2026-1573,2026-04-07 08:15:16,CUST-4072,Delhi,UPI,39.29,9357.35,INR,COMPLETED
ORD-2026-1574,2026-04-07 08:30:21,CUST-7790,Delhi,CREDIT_CARD,83.75,2062.6,INR,COMPLETED
ORD-2026-1575,2026-04-07 08:45:49,CUST-8493,Bengaluru,UPI,0.0,13430.44,INR,COMPLETED
ORD-2026-1576,2026-04-07 09:00:00,CUST-1795,Bengaluru,CREDIT_CARD,83.88,8190.28,INR,COMPLETED
ORD-2026-1577,2026-04-07 09:15:37,CUST-3103,Delhi,CREDIT_CARD,0.0,3017.93,INR,COMPLETED
ORD-2026-1578,2026-04-07 09:30:56,CUST-5067,Hyderabad,DEBIT_CARD,0.0,6077.61,INR,COMPLETED
ORD-2026-1579,2026-04-07 09:45:51,CUST-7762,Bengaluru,DEBIT_CARD,0.0,2433.89,INR,COMPLETED
ORD-2026-1580,2026-04-07 10:00:35,CUST-4560,Delhi,DEBIT_CARD,0.0,12980.26,INR,COMPLETED
ORD-2026-1581,2026-04-07 10:15:22,CUST-3173,Bengaluru,DEBIT_CARD,0.0,13857.28,INR,COMPLETED
ORD-2026-1582,2026-04-07 10:30:07,CUST-8870,Bengaluru,DEBIT_CARD,0.0,11531.24,INR,COMPLETED
ORD-2026-1583,2026-04-07 10:45:43,CUST-9747,Hyderabad,NETBANKING,42.24,11344.1,INR,COMPLETED
ORD-2026-1584,2026-04-07 11:00:01,CUST-1869,Bengaluru,UPI,0.0,6022.62,INR,COMPLETED
ORD-2026-1585,2026-04-07 11:15:43,CUST-2016,Bengaluru,CREDIT_CARD,0.0,4133.13,INR,COMPLETED
ORD-2026-1586,2026-04-07 11:30:22,CUST-2679,Bengaluru,UPI,73.95,12303.38,INR,COMPLETED
ORD-2026-1587,2026-04-07 11:45:15,CUST-5712,Bengaluru,NETBANKING,0.0,7908.37,INR,COMPLETED
ORD-2026-1588,2026-04-07 12:00:26,CUST-6122,Bengaluru,NETBANKING,0.0,14372.18,INR,COMPLETED
ORD-2026-1589,2026-04-07 12:15:39,CUST-8259,Delhi,DEBIT_CARD,70.46,13098.32,INR,COMPLETED
ORD-2026-1590,2026-04-07 12:30:34,CUST-4218,Bengaluru,DEBIT_CARD,29.42,11207.53,INR,COMPLETED
ORD-2026-1591,2026-04-07 12:45:11,CUST-9418,Delhi,UPI,0.0,14455.89,INR,COMPLETED
ORD-2026-1592,2026-04-07 13:00:16,CUST-5178,Delhi,DEBIT_CARD,0.0,2385.96,INR,COMPLETED
ORD-2026-1593,2026-04-07 13:15:09,CUST-1833,Bengaluru,CREDIT_CARD,0.0,13965.11,INR,COMPLETED
ORD-2026-1594,2026-04-07 13:30:50,CUST-6866,Delhi,DEBIT_CARD,0.0,8803.82,INR,COMPLETED
ORD-2026-1595,2026-04-07 13:45:33,CUST-9276,Delhi,CREDIT_CARD,0.0,1488.56,INR,COMPLETED
ORD-2026-1596,2026-04-07 14:00:05,CUST-4495,Bengaluru,NETBANKING,0.0,5566.34,INR,COMPLETED
ORD-2026-1597,2026-04-07 14:15:48,CUST-8780,Bengaluru,DEBIT_CARD,98.11,9465.07,INR,COMPLETED
ORD-2026-1598,2026-04-07 14:30:42,CUST-4937,Bengaluru,UPI,0.0,5517.11,INR,COMPLETED
ORD-2026-1599,2026-04-07 14:45:43,CUST-7248,Delhi,CREDIT_CARD,0.0,13342.07,INR,COMPLETED
ORD-2026-1600,2026-04-07 15:00:58,CUST-7143,Bengaluru,DEBIT_CARD,44.56,7994.58,INR,COMPLETED
ORD-2026-1601,2026-04-07 15:15:12,CUST-2349,Delhi,DEBIT_CARD,0.0,5144.53,INR,COMPLETED
ORD-2026-1602,2026-04-07 15:30:40,CUST-4492,Bengaluru,UPI,0.0,1449.34,INR,COMPLETED
ORD-2026-1603,2026-04-07 15:45:53,CUST-8130,Bengaluru,CREDIT_CARD,7.21,10689.77,INR,COMPLETED
ORD-2026-1604,2026-04-07 16:00:29,CUST-1620,Delhi,CREDIT_CARD,0.0,10894.59,INR,COMPLETED
ORD-2026-1605,2026-04-07 16:15:04,CUST-4729,Hyderabad,DEBIT_CARD,0.0,8836.95,INR,COMPLETED
ORD-2026-1606,2026-04-07 16:30:27,CUST-7381,Bengaluru,NETBANKING,0.0,5087.86,INR,COMPLETED
ORD-2026-1607,2026-04-07 16:45:48,CUST-1745,Bengaluru,UPI,35.77,11316.29,INR,COMPLETED
ORD-2026-1608,2026-04-07 17:00:18,CUST-5937,Bengaluru,UPI,0.0,11909.93,INR,COMPLETED
ORD-2026-1609,2026-04-07 17:15:24,CUST-1504,Hyderabad,NETBANKING,0.0,6229.14,INR,COMPLETED
ORD-2026-1610,2026-04-07 17:30:25,CUST-9941,Hyderabad,CREDIT_CARD,14.41,12053.17,INR,COMPLETED
ORD-2026-1611,2026-04-07 17:45:35,CUST-3316,Delhi,DEBIT_CARD,0.0,13184.12,INR,COMPLETED
ORD-2026-1612,2026-04-07 18:00:34,CUST-2394,Hyderabad,NETBANKING,0.0,8439.12,INR,COMPLETED
ORD-2026-1613,2026-04-07 18:15:26,CUST-9397,Delhi,DEBIT_CARD,0.0,13631.61,INR,COMPLETED
ORD-2026-1614,2026-04-07 18:30:07,CUST-1891,Bengaluru,DEBIT_CARD,0.0,3129.69,INR,COMPLETED
ORD-2026-1615,2026-04-07 18:45:18,CUST-5107,Delhi,UPI,0.0,10239.44,INR,COMPLETED
ORD-2026-1616,2026-04-07 19:00:21,CUST-4842,Delhi,NETBANKING,0.0,5678.51,INR,COMPLETED
ORD-2026-1617,2026-04-07 19:15:31,CUST-6008,Bengaluru,CREDIT_CARD,0.0,7034.37,INR,COMPLETED
ORD-2026-1618,2026-04-07 19:30:27,CUST-6131,Delhi,DEBIT_CARD,0.0,2945.27,INR,COMPLETED
ORD-2026-1619,2026-04-07 19:45:17,CUST-3200,Bengaluru,NETBANKING,0.0,12681.6,INR,COMPLETED
ORD-2026-1620,2026-04-07 20:00:28,CUST-6004,Hyderabad,NETBANKING,0.0,5701.75,INR,COMPLETED
ORD-2026-1621,2026-04-07 20:15:53,CUST-3293,Bengaluru,UPI,0.0,4568.93,INR,COMPLETED
ORD-2026-1622,2026-04-07 20:30:46,CUST-1305,Bengaluru,UPI,0.0,1593.3,INR,COMPLETED
ORD-2026-1623,2026-04-07 20:45:49,CUST-1600,Bengaluru,NETBANKING,0.0,9055.53,INR,COMPLETED
ORD-2026-1624,2026-04-07 21:00:41,CUST-6993,Hyderabad,NETBANKING,0.0,11740.36,INR,COMPLETED
ORD-2026-1625,2026-04-07 21:15:29,CUST-2483,Hyderabad,DEBIT_CARD,0.0,7766.29,INR,COMPLETED
ORD-2026-1626,2026-04-07 21:30:43,CUST-9423,Delhi,CREDIT_CARD,0.0,2904.73,INR,COMPLETED
ORD-2026-1627,2026-04-07 21:45:46,CUST-6878,Delhi,CREDIT_CARD,0.0,7510.8,INR,COMPLETED
ORD-2026-1628,2026-04-07 22:00:16,CUST-1701,Bengaluru,CREDIT_CARD,0.0,5856.81,INR,COMPLETED
ORD-2026-1629,2026-04-07 22:15:30,CUST-1760,Delhi,DEBIT_CARD,32.41,13809.58,INR,COMPLETED
ORD-2026-1630,2026-04-07 22:30:16,CUST-3848,Hyderabad,DEBIT_CARD,0.0,8890.16,INR,COMPLETED
ORD-2026-1631,2026-04-07 22:45:33,CUST-4651,Bengaluru,UPI,0.0,4148.0,INR,COMPLETED
ORD-2026-1632,2026-04-07 23:00:50,CUST-1108,Bengaluru,DEBIT_CARD,43.99,7490.6,INR,COMPLETED
ORD-2026-1633,2026-04-07 23:15:32,CUST-4465,Delhi,UPI,0.0,9830.42,INR,COMPLETED
ORD-2026-1634,2026-04-07 23:30:42,CUST-6410,Bengaluru,UPI,0.0,3840.02,INR,COMPLETED
ORD-2026-1635,2026-04-07 23:45:30,CUST-3641,Bengaluru,NETBANKING,2.24,3555.21,INR,COMPLETED
ORD-2026-1636,2026-04-08 00:00:37,CUST-9399,Delhi,CREDIT_CARD,14.69,2836.37,INR,COMPLETED
ORD-2026-1637,2026-04-08 00:15:33,CUST-1305,Bengaluru,DEBIT_CARD,0.0,14394.46,INR,COMPLETED
ORD-2026-1638,2026-04-08 00:30:13,CUST-8723,Hyderabad,DEBIT_CARD,0.0,7013.45,INR,COMPLETED
ORD-2026-1639,2026-04-08 00:45:38,CUST-3979,Bengaluru,NETBANKING,0.0,2569.33,INR,COMPLETED
ORD-2026-1640,2026-04-08 01:00:43,CUST-8429,Bengaluru,CREDIT_CARD,0.0,5468.73,INR,COMPLETED
ORD-2026-1641,2026-04-08 01:15:24,CUST-1271,Delhi,NETBANKING,0.0,2417.09,INR,COMPLETED
ORD-2026-1642,2026-04-08 01:30:52,CUST-2577,Delhi,NETBANKING,0.0,2668.64,INR,COMPLETED
ORD-2026-1643,2026-04-08 01:45:56,CUST-9246,Delhi,UPI,0.0,11866.09,INR,COMPLETED
ORD-2026-1644,2026-04-08 02:00:34,CUST-8069,Bengaluru,CREDIT_CARD,0.0,12499.07,INR,COMPLETED
ORD-2026-1645,2026-04-08 02:15:14,CUST-8899,Hyderabad,NETBANKING,0.0,14107.11,INR,COMPLETED
ORD-2026-1646,2026-04-08 02:30:27,CUST-8817,Delhi,UPI,8.38,2441.31,INR,COMPLETED
ORD-2026-1647,2026-04-08 02:45:16,CUST-1116,Bengaluru,NETBANKING,0.0,3240.8,INR,COMPLETED
ORD-2026-1648,2026-04-08 03:00:24,CUST-6175,Hyderabad,UPI,0.0,9990.92,INR,COMPLETED
ORD-2026-1649,2026-04-08 03:15:41,CUST-5281,Bengaluru,NETBANKING,0.0,8987.87,INR,COMPLETED
ORD-2026-1650,2026-04-08 03:30:25,CUST-7770,Bengaluru,DEBIT_CARD,0.0,11447.09,INR,COMPLETED
ORD-2026-1651,2026-04-08 03:45:35,CUST-5157,Hyderabad,CREDIT_CARD,0.0,8546.21,INR,COMPLETED
ORD-2026-1652,2026-04-08 04:00:47,CUST-2951,Bengaluru,NETBANKING,0.0,2501.99,INR,COMPLETED
ORD-2026-1653,2026-04-08 04:15:13,CUST-6544,Bengaluru,CREDIT_CARD,0.0,7870.98,INR,COMPLETED
ORD-2026-1654,2026-04-08 04:30:10,CUST-1086,Delhi,UPI,47.17,6142.0,INR,COMPLETED
ORD-2026-1655,2026-04-08 04:45:05,CUST-4633,Hyderabad,NETBANKING,0.0,1429.17,INR,COMPLETED
ORD-2026-1656,2026-04-08 05:00:59,CUST-9536,Hyderabad,NETBANKING,0.0,14774.5,INR,COMPLETED
ORD-2026-1657,2026-04-08 05:15:49,CUST-9099,Hyderabad,UPI,0.0,12393.32,INR,COMPLETED
ORD-2026-1658,2026-04-08 05:30:02,CUST-9364,Bengaluru,DEBIT_CARD,0.0,11867.41,INR,COMPLETED
ORD-2026-1659,2026-04-08 05:45:02,CUST-1004,Delhi,CREDIT_CARD,0.0,5716.23,INR,COMPLETED
ORD-2026-1660,2026-04-08 06:00:22,CUST-7642,Bengaluru,NETBANKING,0.0,10210.1,INR,COMPLETED
ORD-2026-1661,2026-04-08 06:15:58,CUST-5661,Bengaluru,UPI,91.5,1807.4,INR,COMPLETED
ORD-2026-1662,2026-04-08 06:30:14,CUST-4187,Hyderabad,DEBIT_CARD,57.49,9292.27,INR,COMPLETED
ORD-2026-1663,2026-04-08 06:45:32,CUST-2185,Bengaluru,CREDIT_CARD,0.0,2043.74,INR,COMPLETED
ORD-2026-1664,2026-04-08 07:00:52,CUST-5098,Bengaluru,DEBIT_CARD,0.0,12004.14,INR,COMPLETED
ORD-2026-1665,2026-04-08 07:15:49,CUST-6565,Hyderabad,NETBANKING,0.0,4027.46,INR,COMPLETED
ORD-2026-1666,2026-04-08 07:30:30,CUST-2106,Hyderabad,UPI,0.0,2185.89,INR,COMPLETED
ORD-2026-1667,2026-04-08 07:45:26,CUST-9462,Bengaluru,CREDIT_CARD,0.0,14353.96,INR,COMPLETED
ORD-2026-1668,2026-04-08 08:00:18,CUST-6603,Delhi,DEBIT_CARD,0.0,1848.64,INR,COMPLETED
ORD-2026-1669,2026-04-08 08:15:20,CUST-5408,Delhi,NETBANKING,68.31,5626.3,INR,COMPLETED
ORD-2026-1670,2026-04-08 08:30:47,CUST-4965,Hyderabad,NETBANKING,0.0,3395.16,INR,COMPLETED
ORD-2026-1671,2026-04-08 08:45:22,CUST-2747,Delhi,CREDIT_CARD,67.58,2761.94,INR,COMPLETED
ORD-2026-1672,2026-04-08 09:00:39,CUST-9871,Delhi,NETBANKING,37.12,596.04,INR,COMPLETED
ORD-2026-1673,2026-04-08 09:15:57,CUST-5501,Hyderabad,NETBANKING,0.0,14787.74,INR,COMPLETED
ORD-2026-1674,2026-04-08 09:30:14,CUST-3101,Delhi,DEBIT_CARD,0.0,11377.46,INR,COMPLETED
ORD-2026-1675,2026-04-08 09:45:34,CUST-6689,Hyderabad,NETBANKING,77.59,972.16,INR,COMPLETED
ORD-2026-1676,2026-04-08 10:00:44,CUST-6171,Bengaluru,UPI,0.0,8013.97,INR,COMPLETED
ORD-2026-1677,2026-04-08 10:15:37,CUST-6924,Bengaluru,CREDIT_CARD,18.72,1960.84,INR,COMPLETED
ORD-2026-1678,2026-04-08 10:30:30,CUST-6621,Hyderabad,CREDIT_CARD,0.0,14398.64,INR,COMPLETED
ORD-2026-1679,2026-04-08 10:45:44,CUST-6981,Hyderabad,CREDIT_CARD,0.0,11406.84,INR,COMPLETED
ORD-2026-1680,2026-04-08 11:00:43,CUST-2636,Bengaluru,CREDIT_CARD,0.0,3814.22,INR,COMPLETED
ORD-2026-1681,2026-04-08 11:15:54,CUST-3389,Bengaluru,NETBANKING,0.0,6022.81,INR,COMPLETED
ORD-2026-1682,2026-04-08 11:30:11,CUST-3203,Bengaluru,UPI,0.0,6612.05,INR,COMPLETED
ORD-2026-1683,2026-04-08 11:45:19,CUST-1781,Hyderabad,DEBIT_CARD,0.0,4139.12,INR,COMPLETED
ORD-2026-1684,2026-04-08 12:00:13,CUST-8807,Bengaluru,UPI,0.0,12300.36,INR,COMPLETED
ORD-2026-1685,2026-04-08 12:15:23,CUST-5222,Hyderabad,DEBIT_CARD,0.0,5724.45,INR,COMPLETED
ORD-2026-1686,2026-04-08 12:30:38,CUST-9821,Delhi,DEBIT_CARD,28.46,3384.89,INR,COMPLETED
ORD-2026-1687,2026-04-08 12:45:49,CUST-2284,Hyderabad,NETBANKING,0.0,11179.63,INR,COMPLETED
ORD-2026-1688,2026-04-08 13:00:40,CUST-6527,Hyderabad,CREDIT_CARD,0.0,12211.9,INR,COMPLETED
ORD-2026-1689,2026-04-08 13:15:54,CUST-2296,Delhi,NETBANKING,0.0,13652.56,INR,COMPLETED
ORD-2026-1690,2026-04-08 13:30:18,CUST-7479,Hyderabad,DEBIT_CARD,78.1,10801.29,INR,COMPLETED
ORD-2026-1691,2026-04-08 13:45:26,CUST-1378,Delhi,NETBANKING,0.0,2926.11,INR,COMPLETED
ORD-2026-1692,2026-04-08 14:00:44,CUST-4450,Delhi,DEBIT_CARD,0.0,11371.23,INR,COMPLETED
ORD-2026-1693,2026-04-08 14:15:59,CUST-9985,Delhi,UPI,0.0,13241.02,INR,COMPLETED
ORD-2026-1694,2026-04-08 14:30:06,CUST-3544,Delhi,UPI,0.0,4305.56,INR,COMPLETED
ORD-2026-1695,2026-04-08 14:45:15,CUST-8260,Bengaluru,DEBIT_CARD,0.0,11195.1,INR,COMPLETED
ORD-2026-1696,2026-04-08 15:00:02,CUST-6328,Hyderabad,CREDIT_CARD,0.0,10121.46,INR,COMPLETED
ORD-2026-1697,2026-04-08 15:15:28,CUST-9835,Delhi,DEBIT_CARD,0.0,2459.17,INR,COMPLETED
ORD-2026-1698,2026-04-08 15:30:33,CUST-9745,Hyderabad,NETBANKING,48.17,9776.9,INR,COMPLETED
ORD-2026-1699,2026-04-08 15:45:28,CUST-7753,Hyderabad,UPI,0.0,4964.09,INR,COMPLETED
ORD-2026-1700,2026-04-08 16:00:33,CUST-3233,Hyderabad,UPI,0.0,12323.01,INR,COMPLETED
ORD-2026-1701,2026-04-08 16:15:44,CUST-8816,Hyderabad,UPI,0.0,13870.28,INR,COMPLETED
ORD-2026-1702,2026-04-08 16:30:14,CUST-9981,Hyderabad,DEBIT_CARD,0.0,12053.13,INR,COMPLETED
ORD-2026-1703,2026-04-08 16:45:25,CUST-7385,Hyderabad,NETBANKING,0.0,4123.49,INR,COMPLETED
ORD-2026-1704,2026-04-08 17:00:40,CUST-5454,Hyderabad,NETBANKING,0.0,3973.65,INR,COMPLETED
ORD-2026-1705,2026-04-08 17:15:12,CUST-3988,Delhi,DEBIT_CARD,0.0,12875.49,INR,COMPLETED
ORD-2026-1706,2026-04-08 17:30:39,CUST-9060,Delhi,NETBANKING,0.0,7065.12,INR,COMPLETED
ORD-2026-1707,2026-04-08 17:45:34,CUST-2675,Hyderabad,UPI,0.0,820.9,INR,COMPLETED
ORD-2026-1708,2026-04-08 18:00:46,CUST-2477,Delhi,NETBANKING,0.0,618.96,INR,COMPLETED
ORD-2026-1709,2026-04-08 18:15:19,CUST-9165,Hyderabad,DEBIT_CARD,0.0,11893.02,INR,COMPLETED
ORD-2026-1710,2026-04-08 18:30:21,CUST-3393,Delhi,UPI,0.0,1663.23,INR,COMPLETED
ORD-2026-1711,2026-04-08 18:45:34,CUST-4148,Hyderabad,UPI,82.83,7317.13,INR,COMPLETED
ORD-2026-1712,2026-04-08 19:00:49,CUST-5049,Bengaluru,CREDIT_CARD,19.92,14637.1,INR,COMPLETED
ORD-2026-1713,2026-04-08 19:15:33,CUST-4415,Hyderabad,UPI,0.0,10157.11,INR,COMPLETED
ORD-2026-1714,2026-04-08 19:30:40,CUST-9534,Delhi,DEBIT_CARD,0.0,11059.44,INR,COMPLETED
ORD-2026-1715,2026-04-08 19:45:23,CUST-4568,Delhi,DEBIT_CARD,0.0,13369.03,INR,COMPLETED
ORD-2026-1716,2026-04-08 20:00:10,CUST-2960,Hyderabad,DEBIT_CARD,0.0,12018.66,INR,COMPLETED
ORD-2026-1717,2026-04-08 20:15:37,CUST-8786,Bengaluru,UPI,0.0,11860.39,INR,COMPLETED
ORD-2026-1718,2026-04-08 20:30:15,CUST-2497,Bengaluru,UPI,0.0,2786.63,INR,COMPLETED
ORD-2026-1719,2026-04-08 20:45:03,CUST-3521,Bengaluru,UPI,0.0,5655.01,INR,COMPLETED
ORD-2026-1720,2026-04-08 21:00:14,CUST-6690,Hyderabad,CREDIT_CARD,0.0,5092.72,INR,COMPLETED
ORD-2026-1721,2026-04-08 21:15:22,CUST-5107,Delhi,NETBANKING,0.0,11003.79,INR,COMPLETED
ORD-2026-1722,2026-04-08 21:30:44,CUST-4057,Bengaluru,DEBIT_CARD,0.0,7606.33,INR,COMPLETED
ORD-2026-1723,2026-04-08 21:45:17,CUST-3627,Delhi,NETBANKING,0.0,13081.1,INR,COMPLETED
ORD-2026-1724,2026-04-08 22:00:34,CUST-1011,Bengaluru,DEBIT_CARD,0.0,5823.13,INR,COMPLETED
ORD-2026-1725,2026-04-08 22:15:39,CUST-4912,Hyderabad,CREDIT_CARD,0.0,12924.02,INR,COMPLETED
ORD-2026-1726,2026-04-08 22:30:12,CUST-9151,Bengaluru,NETBANKING,0.0,8099.01,INR,COMPLETED
ORD-2026-1727,2026-04-08 22:45:41,CUST-2577,Bengaluru,DEBIT_CARD,0.0,5169.35,INR,COMPLETED
ORD-2026-1728,2026-04-08 23:00:55,CUST-2753,Hyderabad,CREDIT_CARD,0.0,953.47,INR,COMPLETED
ORD-2026-1729,2026-04-08 23:15:42,CUST-5193,Delhi,NETBANKING,0.0,7603.69,INR,COMPLETED
ORD-2026-1730,2026-04-08 23:30:00,CUST-4419,Bengaluru,UPI,0.0,13988.06,INR,COMPLETED
ORD-2026-1731,2026-04-08 23:45:29,CUST-1994,Hyderabad,UPI,0.0,12114.79,INR,COMPLETED
ORD-2026-1732,2026-04-09 00:00:03,CUST-5355,Bengaluru,DEBIT_CARD,0.0,12442.82,INR,COMPLETED
ORD-2026-1733,2026-04-09 00:15:13,CUST-2591,Delhi,DEBIT_CARD,0.0,14428.51,INR,COMPLETED
ORD-2026-1734,2026-04-09 00:30:12,CUST-5075,Bengaluru,NETBANKING,0.0,3300.23,INR,COMPLETED
ORD-2026-1735,2026-04-09 00:45:47,CUST-6864,Bengaluru,NETBANKING,0.0,2029.96,INR,COMPLETED
ORD-2026-1736,2026-04-09 01:00:56,CUST-3955,Bengaluru,NETBANKING,0.0,2009.48,INR,COMPLETED
ORD-2026-1737,2026-04-09 01:15:38,CUST-6772,Hyderabad,CREDIT_CARD,0.0,6923.68,INR,COMPLETED
ORD-2026-1738,2026-04-09 01:30:48,CUST-6299,Bengaluru,DEBIT_CARD,0.0,9681.99,INR,COMPLETED
ORD-2026-1739,2026-04-09 01:45:49,CUST-5162,Hyderabad,CREDIT_CARD,44.75,8478.46,INR,COMPLETED
ORD-2026-1740,2026-04-09 02:00:46,CUST-5660,Bengaluru,UPI,0.0,1002.61,INR,COMPLETED
ORD-2026-1741,2026-04-09 02:15:19,CUST-4519,Hyderabad,DEBIT_CARD,0.0,14773.72,INR,COMPLETED
ORD-2026-1742,2026-04-09 02:30:32,CUST-3534,Delhi,DEBIT_CARD,0.0,8566.68,INR,COMPLETED
ORD-2026-1743,2026-04-09 02:45:16,CUST-5093,Delhi,CREDIT_CARD,0.0,5822.7,INR,COMPLETED
